Name,_
String,boolean
Event_001_CarOrders,
Event_002_Boats,
Event_003_Crops,
Event_004_Visitors,
Event_005_Boats,
Event_006_Newspaper,
Event_007_CarOrders,
Event_008_Boats,
Event_009_Visitors,
Event_010_Boats,
Event_011_Newspaper,
Event_012_CarOrders,
Event_013_Visitors,
Event_014_Boats,
Event_015_Adv_ItemDump_BaconEggs,
,
,
,
,
Event_016_Adv_ItemDump_Halloween,
,
,
,
,
Event_017_Boats,
Event_018_Adv_Fishing,
,
,
,
,
Event_019_Visitors,
Event_020_Adv_Boats,
,
,
,
,
Event_021_CarOrders,
Event_022_Adv_Boats,
,
,
,
,
Event_023_Adv_ItemDump_Christmas,
,
,
,
,
Event_024_Adv_ItemDump_NewYear,
,
,
,
,
Event_025_Boats,
Event_026_Adv_Fishing,
,
,
,
,
Event_027_Visitors,
Event_028_Adv_Boats,
,
,
,
,
Event_029_CarOrders,
Event_030_Valentine,
,
,
,
,
Event_031_Adv_Boats,
,
,
,
,
Event_032_Adv_Fishing,
,
,
,
,
Event_033_Boats,
Event_034_Adv_Fishing,
,
,
,
,
,
Event_035_CarOrders,
Event_036_Adv_Boats,
,
,
,
,
Event_037_Adv_Fishing,
,
,
,
,
,
Event_038_Boats,
Event_039_Easter,
,
,
,
,
Event_041_Adv_Boats,
,
,
,
,
Event_042_Visitors,
Event_043_Adv_Fishing,
,
,
,
,
,
Event_044_CarOrders,
Event_045_Adv_Boats,
,
,
,
,
Event_046_Visitors,
Event_047_Adv_Fishing,
,
,
,
,
,
Event_048_Birthday,
,
,
,
,
Event_049_Adv_Boats,
,
,
,
,
Event_050_CarOrders,
Event_051_Adv_Fishing,
,
,
,
,
,
Event_052_Visitors,
Event_053_Adv_Boats,
,
,
,
,
Event_054_CarOrders,
Event_055_Adv_Boats,
,
,
,
,
Event_056_Visitors,
Event_057_Adv_Fishing,
,
,
,
,
,
Event_058_CarOrders,
Event_059_Adv_Boats,
,
,
,
,
Event_060_Visitors,
Event_061_Adv_Fishing,
,
,
,
,
,
Event_062_Boats,
Event_063_Adv_Boats,
,
,
,
,
Event_064_ItemDump_Halloween2014,
,
,
,
,
Event_065_CarOrders,
Event_066_Adv_Fishing,
,
,
,
,
,
Event_067_Visitors,
Event_068_Adv_Boats,
,
,
,
,
Event_069_CarOrders,
Event_070_Adv_Fishing,
,
,
,
,
,
Event_071_Adv_ItemDump_Christmas,
,
,
,
,
Event_072_Adv_ItemDump_NewYear,
,
,
,
,
Event_073_Adv_CarOrders,
,
,
,
,
Event_074_Visitors,
Event_075_Boats,
Event_076_CarOrders,
Event_077_Adv_Boats,
,
,
,
,
Event_078_CarOrders,
Event_079_Valentine,
Event_080_ChineseNewYear,
,
,
,
,
Event_081_Visitors,
Event_082_Adv_Fishing,
,
,
,
,
,
Event_083_CarOrders,
Event_084_Visitors,
Event_085_Adv_Boats,
,
,
,
,
Event_086_CarOrders,
Event_087_Easter,
,
,
,
,
Event_089_Boats,
Event_090_Adv_Fishing,
,
,
,
,
,
Event_091_Visitors,
Event_092_CarOrders,
Event_093_Adv_CarOrders,
,
,
,
,
Event_094_Boats,
Event_095_Visitors,
Event_096_Adv_Fishing,
,
,
,
,
,
Event_097_CarOrders,
Event_098_Adv_Boats,
,
,
,
,
Event_099_Adv_Fishing,
,
,
,
,
,
Event_100_Boats,
Event_101_Adv_CarOrders_Birthday,
,
,
,
,
Event_102_Visitors,
Event_103_TownVisitors,
Event_104_Adv_Boats,
,
,
,
,
Event_105_CarOrders,
Event_106_Visitors,
Event_107_Boats,
Event_108_Adv_CarOrders,
,
,
,
,
Event_109_Adv_Boats,
,
,
,
,
Event_110_TownVisitors,
Event_111_Boats,
Event_112_Adv_Fishing,
,
,
,
,
,
Event_113_Adv_Boats,
,
,
,
,
Event_114_CarOrders,
Event_115_Boats,
Event_116_Visitors,
Event_117_Adv_CarOrders,
,
,
,
,
Event_118_TownVisitors,
Event_119_Adv_Boats,
,
,
,
,
Event_120_Adv_Fishing,
,
,
,
,
,
Event_121_Visitors,
Event_122_TownVisitors,
Event_123_Adv_CarOrders_Halloween2015,
,
,
,
,
Event_124_Adv_Boats,
,
,
,
,
Event_125_Visitors,
Event_126_CarOrders,
Event_127_Boats,
Event_128_Adv_Fishing,
,
,
,
,
,
Event_129_CarOrders,
Event_130_Adv_Boats,
,
,
,
,
Event_131_Visitors,
Event_132_TownVisitors_XP,
Event_133_Adv_Boats_Christmas2015,
,
,
,
,
Event_134_CarOrders_Coins,
Event_135_Adv_Fishing_NewYears2016,
,
,
,
,
,
Event_136_Boats_Coins,
Event_137_Adv_CarOrders,
,
,
,
,
Event_138_Visitors,
Event_139_TownVisitors_Coins,
Event_140_Adv_Boats_ChineseNewYear2016,
,
,
,
,
Event_141_Adv_CarOrders_Valentines2016,
,
,
,
,
Event_142_Boats_Coins,
Event_143_Visitors,
Event_144_CarOrders_XP,
Event_145_Adv_Boats,
,
,
,
,
Event_146_TownVisitors_Coins,
Event_147_Visitors,
Event_148_Adv_CarOrders,
,
,
,
,
Event_149_Adv_Fishing_Easter2016,
,
,
,
,
,
Event_150_CarOrders_Coins,
Event_151_Adv_Boats,
,
,
,
,
Event_152_TownVisitors_XP,
Event_153_Visitors,
Event_154_Adv_Fishing,
,
,
,
,
,
Event_155_Boats_Coins,
Event_156_Adv_CarOrders,
,
,
,
,
Event_157_Adv_Fishing,
,
,
,
,
,
Event_158_Boats_XP,
Event_159_Visitors,
Event_160_Adv_CarOrders,
,
,
,
,
Event_161_TownVisitors_Coins,
Event_162_Adv_Boats,
,
,
,
,
Event_163_Visitors,
Event_164_CarOrders_XP,
Event_165_Boats_Coins,
Event_166_Adv_CarOrders_Birthday2016,
,
,
,
,
Event_167_Adv_Boats,
,
,
,
,
Event_168_TownVisitors_XP,
Event_169_Adv_Fishing,
,
,
,
,
,
Event_170_CarOrders_Coins,
Event_171_Adv_Boats,
,
,
,
,
Event_172_CarOrders_XP,
Event_173_Boats_Coins,
Event_174_Adv_CarOrders,
,
,
,
,
Event_175_TownVisitors_Coins,
Event_176_Adv_Boats,
,
,
,
,
Event_177_Visitors,
Event_178_Adv_Fishing,
,
,
,
,
,
Event_179_TownVisitors_Coins,
Event_180_CarOrders_Coins,
Event_181_Adv_Boats,
,
,
,
,
Event_182_Adv_CarOrders,
,
,
,
,
Event_183_TownVisitors_XP,
Event_184_Visitors,
Event_185_Adv_Boats_Halloween2016,
,
,
,
,
Event_186_CarOrders_Coins,
Event_187_Adv_Boats,
,
,
,
,
Event_188_CarOrders_XP,
Event_189_Adv_CarOrders,
,
,
,
,
Event_190_Boats_Coins,
Event_191_Adv_Boats,
,
,
,
,
Event_192_Visitors,
Event_193_TownVisitors_Coins,
Event_194_Adv_Fishing_Xmas2016,
,
,
,
,
,
,
Event_196_Adv_Boats_NewYears2017,
,
,
,
,
Event_197_Adv_Fishing,
,
,
,
,
,
Event_198_Boats_Coins,
Event_199_TownVisitors_XP,
Event_200_Visitors,
Event_201_Adv_CarOrders_CNY2017,
,
,
,
,
Event_202_Boats_Coins,
Event_203_Adv_CarOrders_Valentines2017,
,
,
,
,
Event_204_TownVisitors_Coins,
Event_205_CarOrders_XP,
Event_206_Adv_Boats,
,
,
,
,
Event_207_Boats_Coins,
Event_208_Adv_Fishing,
,
,
,
,
,
Event_209_Visitors,
Event_210_CarOrders_Coins,
Event_211_Adv_Boats,
,
,
,
,
Event_212_Adv_Fishing_Easter2017,
,
,
,
,
,
Event_213_CarOrders_Coins,
Event_214_TownVisitors_XP,
Event_215_Adv_Boats,
,
,
,
,
Event_216_CarOrders_Coins,
Event_217_Adv_CarOrders,
,
,
,
,
Event_218_Visitors,
Event_219_Boats_XP,
Event_220_Adv_Fishing,
,
,
,
,
,
Event_221_Adv_Boats,
,
,
,
,
Event_222_TownVisitors_XP,
Event_223_Boats_Coins,
Event_224_Adv_BirthdayHugs,
,
,
,
,
Event_226_TownVisitors_Coins,
Event_227_Adv_Fishing,
,
,
,
,
,
Event_228_CarOrders_XP,
Event_229_Visitors,
Event_230_Adv_Boats,
,
,
,
,
Event_231_CarOrders_Coins,
Event_232_Boats_XP,
Event_233_Adv_CarOrders,
,
,
,
,
Event_234_TownVisitors_Coins,
Event_235_Adv_Boats,
,
,
,
,
Event_236_Adv_Fishing,
,
,
,
,
,
Event_237_Boats_Coins,
Event_238_CarOrders_XP,
Event_239_Adv_Boats,
,
,
,
,
Event_240_CarOrders_Coins,
Event_241_TownVisitors_XP,
